ID,NA_Sales,Global_Sales
14095,-0.08763263799297712,-0.13617104015025547
14096,0.16595006241206153,0.2598980104599544
14097,0.4167694869740002,0.9439650632444995
14098,0.12121927961287413,0.168394641273705
14099,0.28017372982836125,0.47706671711650167
14100,0.09551826041818609,0.13864960039526997
14101,0.953646852049754,2.5065696951874714
14102,0.22173674065627125,0.35263948305989146
14103,0.1300245813899832,0.23066937142980892
14104,0.21328144777911556,0.3899485428047492
14105,0.49306934649399337,0.9522884698201441
14106,0.07785083920932236,0.09659425883375054
14107,0.1040002945400669,0.138756197171673
14108,0.10406135921112361,0.15512539304073936
14109,0.11669602103934029,0.18375608534927962
14110,0.12815684164602567,0.2267128397567872
14111,0.20154923044719575,0.3433964857474487
14112,0.13956453897812623,0.25339707502683395
14113,0.1794733912178726,0.30486031949800685
14114,-0.07185758797980231,-0.09698921350027183
14115,0.13715176191559353,0.24926734385966925
14116,0.09571629896765031,0.17196875816279536
14117,0.12205352714101841,0.20846715022818163
14118,0.41048636150799084,0.9541449688453018
14119,0.13758675938072248,0.22791766979753592
14120,0.37775679085921454,0.8744101261727043
14121,0.05277861704423598,0.07808084880176915
14122,0.05142987182585324,0.058259188681423886
14123,0.09844617970786212,0.1444504164998583
14124,0.118520599592385,0.18733937929818612
14125,0.1367467423827377,0.22621682999920534
14126,0.0972210237704226,0.14200517689993236
14127,0.09783419431594884,0.14306111677340283
14128,0.20810208120863322,0.378844662829008
14129,0.5839745836755316,1.225015753496535
14130,0.1383501714154901,0.2521739379085358
14131,0.1203195172325939,0.19163494505669587
14132,-0.03519084510756867,-0.04646278983759193
14133,0.1325460656658605,0.2229888928109266
14134,0.11296061532464524,0.1752844542911149
14135,0.1532077916176996,0.2938361818987222
14136,10.664028778762404,27.42638476120829
14137,0.09402294097886182,0.134802917982991
14138,0.18714411579932635,0.31246872239850837
14139,0.11921113751671683,0.20158336856224285
14140,0.1671676974330762,0.3320504044265118
14141,0.03937186096941656,0.04686935390675841
14142,0.26403169969890833,0.5112930248781635
14143,0.1596999010831853,0.3117340880970812
14144,0.09686235209574326,0.1414511640143047
14145,0.14351306986813836,0.24059415176507237
14146,0.12999438093190582,0.22964540638157033
14147,0.13605242167888343,0.24666086789151692
14148,0.09783031063202458,0.14311663610923048
14149,0.2936454786008227,0.554001279201533
14150,-0.01384662919232063,-0.027320786885841566
14151,0.09879942058521393,0.14515089510884893
14152,0.259139494740274,0.4876322985702217
14153,0.05516984408046758,0.07946516266854949
14154,0.6402428831993564,1.5772575855955546
14155,0.15211572980686364,0.29171258394462146
14156,0.12485278685861013,0.17760249807944256
14157,0.49400467739854875,0.949410083062528
14158,0.24255291372721915,0.42259352775044096
14159,0.4058929673467935,0.7713212639374815
14160,0.03222075074192349,0.05919513554314554
14161,0.220920253225362,0.46371424080821555
14162,0.27259961976176705,0.6176585142181455
14163,-0.02691282659134629,-0.05234808132407552
14164,0.09428509530690807,0.13541351328360618
14165,0.0979058433044093,0.14301653710969087
14166,0.2376515725595322,0.35460815662961626
14167,0.3523579461090013,0.78336045706645
14168,0.11525525331765946,0.1803290035318611
14169,0.14206277300125328,0.23797539326879108
14170,0.11569642473473588,0.18103077104261006
14171,0.09731523543954776,0.14202480350625157
14172,0.09833166060616078,0.14419509402810832
14173,0.09519734396810978,0.13773496082026077
14174,0.09867867460145205,0.14482688572564806
14175,0.09710240974023249,0.14189840534608783
14176,0.12018842719069767,0.1909064677709741
14177,0.26716733098748474,0.4410536740052784
14178,0.1746920117702354,0.32551783447689114
14179,0.26905157486694947,0.5140082526469323
14180,0.11513140287088394,0.17990152786272007
14181,0.5765038339556933,1.0781761524943476
14182,0.10365823180419986,0.16063498857678032
14183,0.024727979027967976,0.021540177967723517
14184,0.1145060092370572,0.17851140078122785
14185,0.11860735784357535,0.18758238609315764
14186,0.016388320638841117,0.05245945567137754
14187,0.12649239734164805,0.20550865825907752
14188,0.09730678108258958,0.14202054655167962
14189,0.09628978192271112,0.13984671628298917
14190,0.22436364460607927,0.4868918520571267
14191,0.1852148275263757,0.33008267549124753
14192,0.1173095821862909,0.18481353889074154
14193,0.13511291407613374,0.24576685600255105
14194,0.9464457709333112,2.1347256588656474
14195,0.09836559467413847,0.1444397876287874
14196,0.11554893140424849,0.18093186075038337
14197,0.2834471487105708,0.6456786542603205
14198,0.259453605815645,0.4882971609515856
14199,0.11191600451088754,0.18215525365023566
14200,0.15115750502360756,0.2888859201589448
14201,0.44696545896870143,0.8586276824773634
14202,0.09455128162531895,0.13604309155517164
14203,0.12873329005144493,0.21970568367943255
14204,0.09708851821787934,0.141621564000336
14205,0.1134711043552599,0.1763511413969992
14206,0.11583780722280637,0.18134692430454036
14207,0.169161322262938,0.2877475676047613
14208,0.11499181032674202,0.1803917622329682
14209,-0.017613111429874276,-0.0021273708409839096
14210,0.03357063867796221,0.03549456325025777
14211,0.10142657622693113,0.1547538840125457
14212,0.12058551646404325,0.20542696851648595
14213,0.11375480184857373,0.18646818987488833
14214,0.11238429268369216,0.18336385004972783
14215,0.09648395274880317,0.14066752210480182
14216,0.16688312330109079,0.29078533507289434
14217,0.28043124175294776,0.4633469449719429
14218,-0.01672765642760605,-0.04310490021206857
14219,0.12618646461595492,0.24594055552775432
14220,0.11173546040898374,0.1816342507228782
14221,0.17778365980620417,0.3590155367187136
14222,0.09737436219463852,0.14213938264876247
14223,0.31248139140226516,0.5860618991972208
14224,0.18954333148197178,0.38073863757149207
14225,0.09683788117422623,0.1407707685148315
14226,0.15365044789621093,0.29392734689011335
14227,0.11822188586463842,0.18647333131516575
14228,0.7887551487115949,1.646838140605692
14229,0.11914597550767167,0.18870703113017495
14230,0.3531097058989645,0.835358303850584
14231,0.1167076156976812,0.1834890514436895
14232,-0.011026168606947743,-0.009564931031932502
14233,0.46471837036740393,0.9269894328533942
14234,0.17054533306210792,0.33993400395580975
14235,0.9295906087274157,1.8577781811701832
14236,0.29576526221920735,0.6390013660030652
14237,0.11444515747623105,0.1786999510838796
14238,0.10838994226942578,0.14391411801496615
14239,0.8191806476674033,1.6483348115994059
14240,0.09759479585221845,0.142881108967171
14241,0.12289609883163546,0.21107453221518707
14242,0.19599664252446025,0.3423139501863974
14243,0.18353609511033991,0.3261504337482283
14244,0.1413536468127908,0.2626383700907733
14245,0.2072879416782878,0.376772660483518
14246,0.11330611293661288,0.1859027876827523
14247,-0.09073230516559201,-0.173498142218719
14248,0.11872219327940245,0.18838141032564254
14249,0.12090458504284718,0.19254193339439468
14250,0.43696170538615303,1.0603515898984688
14251,0.12133438686245937,0.20665003106751756
14252,0.11363401150420296,0.1772170617025292
14253,0.8437794839983312,2.095646874323364
14254,0.11780126491310172,0.18624651277918441
14255,0.10704566998690558,0.2145608726971304
14256,3.344449517940145,7.655306481956407
14257,0.29958308814975565,0.6891059705993642
14258,0.3834717894991881,0.8334508359498243
14259,0.6894191855224897,1.5060267383169266
14260,0.26591417013468444,0.571670824138277
14261,0.18121009894688153,0.3101842204405628
14262,0.39589933953335854,0.9495872639375612
14263,0.06946547709737556,0.09256573458183347
14264,0.12960982670191262,0.22951163468714902
14265,0.17783941006865608,0.3607505349611151
14266,0.11398160479512892,0.18666815578802198
14267,0.08826494306862817,0.10205965214087531
14268,0.09886845580831857,0.1459541960670706
14269,-0.0036123544503191556,-0.03077241273339315
14270,0.21945929341017048,0.33561539848022104
14271,0.5623101676541271,1.3605134680482844
14272,0.23568549617070222,0.4377518018634754
14273,0.09788204288167732,0.1437022510848593
14274,0.11372629424798034,0.17734095555714302
14275,0.13833094030834073,0.22941844095044056
14276,-0.049644901530594775,-0.051866656770101376
14277,0.12220590764975459,0.19582318896439
14278,0.11438763432548446,0.1791084418303625
14279,1.0176809883456528,2.06893622732094
14280,0.11398801213732113,0.18627887397045073
14281,0.005575886966966758,-0.00479757252384487
14282,0.18238625304683845,0.2872111783760105
14283,0.15188563300817293,0.29115842434556094
14284,0.3472768198623892,0.6764328699035763
14285,0.09627704977145432,0.14006791213282288
14286,0.32739905343216646,0.6755856430483181
14287,0.28858220462906703,0.6471004502160075
14288,0.11715211842065121,0.18479169020531094
14289,0.1741836377117748,0.3111731077643296
14290,0.09919415939728121,0.14641147787362857
14291,0.23516423340136783,0.4369956290210527
14292,0.3645918197969244,0.6588757663585866
14293,0.11003815488173496,0.17730391208097995
14294,-0.0016992324355739406,-0.03269796469979129
14295,0.13239428895835284,0.22741037071205739
14296,0.11833436785649921,0.16314113038364045
14297,0.11815618127021835,0.18690842404482466
14298,0.15506208633450558,0.2981873536148827
14299,0.13683328963376437,0.250017289769197
14300,0.11286290513666675,0.1752636144154021
14301,0.13733447820816852,0.24455664047836187
14302,0.160135782831402,0.31229353709228796
14303,0.11393403827021936,0.17804610538441534
14304,-0.08666544915610228,-0.13587040871259545
14305,0.12124711916259875,0.19291482523166448
14306,0.09828990310225055,0.14454323102544003
14307,0.5782364281649469,1.2185465969599782
14308,0.11615586951248469,0.182544088990708
14309,0.09962308925493082,0.1474841948061732
14310,0.009996273006462048,-0.002750583057462274
14311,0.0726254441619026,0.10774426301514052
14312,0.2079450444638863,0.31711694403379215
14313,0.12948171070445838,0.22857346651126886
14314,0.17520891573047287,0.2957282072947762
14315,0.09614591246565243,0.1392517216772921
